model,cpu_freq,inference_time,power
densenet.tflite,1440000,401.38,2311.545376083109 2158.610379424866 2361.3639628075152 2091.234061233826 2199.722385245944 2277.1338166668284 1886.5763225610024 2094.0588924248423 2036.9533407441868 2381.7387631716338 2308.8396533762957 2189.0757932249003 2396.9454103375438 2319.373887500583 2132.9076136803706 2161.9702177462896 2154.6384292340504 2039.7797552216437 2279.3214421205867 1953.4169516145735 2026.0123138788988 2107.562120229734 2461.590530867739 2219.303973528652 2240.489666427207 2356.014989609589 2209.367391797314 2174.8940423631157 2162.630885450513 2503.4446430678017 1963.253862781773 1959.663804211684 2038.170947082547 2197.01499007787 2465.078545393109 2316.6698185823584 2287.3913942447134 2159.245869969469 2278.178976751418 2282.127681102997 2682.5801816335224 2356.3967104209974 2191.0523563366764 2018.9139799323564 1977.1273147029478 2067.778029686181 2111.851778322773 2437.689101687929 2235.661580300572 2471.186045612923 2295.9677313369684 2533.4648088703725 2016.27352820408 2132.8010382355355 2131.0842555406844 2064.997938178736 2247.684591477206 2100.942613229857 2215.4829597432426 2210.043208989615 2275.3912236934248 2265.721407161473 2568.7981644052124 3155.3105731698734 2253.773682810737 2176.8184628880804 2230.223578837018 2066.9272571867386 2163.593672890497 1948.8964700402105 2252.043251472883 2141.9483100356892 2135.4550097059937 2689.826465969655 2454.873670770227 2380.13061141541 2118.3946398091753 2161.3676857365776 2137.5296831235223 1956.5186286251462 2007.7295298765118 2016.9064024183488 2218.4577948005553 2337.105115864135 2530.801623366483 2256.3809578942887 2123.7232055818854 2251.814954376199 1995.791318467986 2046.8228301669417 2146.7300061967658 2018.0031224158918 2034.7445482721416 2134.0212213861687 2355.486818431846 2573.06004349645 2110.7741862789344 2389.176205304577 2027.4407152242989 2011.4995891300268 1918.2977508707527 2027.1298230437615 2070.1370220505887 2150.2078336682093 2552.0834373630537 2305.352560725599 2726.036768772126 2176.2435298191717 2243.023376281331 1860.7910887319126
densenet.tflite,1555200,371.517,2475.5708713126314 2351.4527688970384 2303.9860304152794 2420.597988607665 2495.152181056722 2363.263556969474 2225.48107172971 2280.667944087298 2284.8178367631363 2299.0959683949036 2707.5719204826883 2425.587335911674 2353.801908188793 2423.5628931940055 2416.3305253143344 2454.752601268582 2436.4127622281458 2315.44844801514 2446.724090670258 2352.7898087761196 2323.731385888766 2283.565368566534 2421.577225308321 2334.366002048375 2245.6504886767048 2468.1701922240095 2271.4926092907535 2283.165832564138 2223.785034974917 2472.6801119872366 2280.838967353532 2341.6253255294127 2241.4813383075098 2316.8837585641377 2324.7701499413038 2476.0119353682207 2626.659124700339 2576.774719169967 2381.657075815246 2245.418166666083 2350.1000098167924 2252.817037087541 2183.018345683849 2251.0270945103093 2233.044018316589 2281.569330054822 2361.6779574612597 2465.412134391386 2235.684439882915 2180.325981215333 2220.790116345241 2264.125187687753 2159.413475330159 2394.129091633155 2143.3981639679832 2130.449434936706 2296.570998591993 2105.426129775925 2345.2450343850082 2244.3525924177247 2089.428244496929 2074.6661178508593 2287.65922202657 2064.747168596005 2238.498878059847 2296.9391324321864 2141.332348354202 2245.2170091535972 2415.728789883351 2586.060692312429 2332.4909461569578 2188.7415134723587 2444.3793934976557 2346.811595512178 2313.537724391561 2213.5332279684285 2271.186399838933 2306.1217229189065 2202.2378508583806 2226.6722341442855 2656.2960479315025 2200.466553037296 2332.7007245785767 2319.415464095049 2242.231519999561 2265.14415737577 2180.652303699074 2244.6990695494687 2298.123369283118 2223.2629487065487 2307.4731160534457 2366.1354577283983 2223.1513356196992 2447.5602371936334 2160.510271632055 2203.1144781903463 2502.3895138013186 2357.2013430086045 2335.553581940419 2311.068706139546 2408.15973982945 1214.7309654055023
densenet.tflite,1670400,354.553,2337.761483145962 2500.9140783253706 2491.8382518843036 2371.8328020207973 2299.8399747070594 2375.6879746506725 3225.3410290306256 2528.173468692027 2341.1041853344777 2243.3653620617583 2332.7867337749485 2161.9704079771923 2117.8229374792018 2150.2620830701126 2153.871265243096 2185.9796847137964 2336.2762767614054 2297.091076369256 2491.843035042113 2215.650962128834 2352.109622721744 2405.7785480808625 2541.959558376293 2368.1846124843887 2350.9333736228814 2545.348908932373 2481.373379649247 2509.825431417199 2469.6735484477863 2495.0944451296186 3293.5778633181044 2683.0539983257663 2688.695074769744 2662.0725784468764 2420.5789690978277 2518.1171025636213 2480.853573180334 2337.9587144049738 2183.745262948011 2388.24189158654 2650.7734253838403 2444.6328412932553 2349.421344404983 2433.1286768014156 2385.2254494264844 2426.676694481997 2519.5320704332353 2522.760087825822 2498.560966147421 2530.29670739986 2531.015410241757 2661.937832323628 2423.5573003775903 2402.0306396790415 2442.1052104136566 2272.59321551331 2475.5507780987596 2421.639784290108 2376.635532702982 2272.9173148921614 2228.897995944013 2212.151293423365 2506.9968392693527 2311.94580001965 2400.416098553347 2519.6360094468023 2336.8540316073027 2539.354550230982 2437.498361820173 2403.820435213819 2496.9791887132224 3069.6780399375734 2604.722524461706 2610.7506300687955 2664.8976475457794 2516.5196958280526 2544.9061778821133 2504.691650849885 2426.212474223824 2456.6830396560135 2363.7399043308683 2395.729468414887 2554.6874516170287 2553.016371363428 2525.6358141426035 2516.6292566338484 2255.07674902027 2444.3963053351313 2415.66548553152 2576.596541381289 2269.7992828403508 2301.793035155381 2205.2081672605827 2257.632759828089 2386.446622534081 2362.8341177710167 1986.420276010271
densenet.tflite,1766400,337.356,2612.815263469399 2503.2638385828036 2390.515726933205 2643.878363272216 2382.3540855815254 2763.452315636776 2479.79690502488 2591.7547854270565 2896.361032121897 2642.831927401749 2858.0734940596944 2865.8951099071364 2581.41842141934 2510.8204142262457 2506.3789662097693 2418.4642004931893 2615.918793309 2780.8881607128365 2566.4597855003676 2815.8584702953362 2726.3544737255024 2635.76264355473 2504.231190044596 2539.561505893028 2684.7649882815294 2584.1064192699673 2345.07755517494 2432.776984461145 2516.917755239773 2463.945890390826 2535.3398384118577 2706.9509650828113 2673.8138689572115 2654.8266146758124 2633.1582542055767 2598.8284804061977 2599.831953030513 2417.621993880211 2315.8306023368677 2537.7255126525038 2496.915990845229 2627.1118811731644 2679.7364805003676 2642.7915041756805 2721.075606556557 2438.9704321823206 2649.39526427425 2504.9797953509756 2580.15441431506 3265.542864340613 2511.6558599609316 2677.205096135802 2600.141548820834 2626.2908858914748 2738.4451132147124 2555.687409765211 2697.5050873327486 2597.417234928631 2301.8480797770985 2554.60769592809 2564.9715661128894 2486.2679706728995 2464.3428356797754 2589.547049246295 2568.0101156613227 2578.674204884091 2678.758086378777 2810.212326609718 2588.9687835676427 2455.7655917361176 2487.389107320631 2394.7635766183535 2991.3264952006784 2648.5165209873358 2685.528929016192 2810.2679329196085 2706.10830368776 2830.1670307770605 2539.2461321037486 2361.1224789095704 2526.097310947916 3139.179454598643 2539.6686881771643 2604.962566944609 2611.277912429203 3049.15394835939 2750.542133284818 2644.0158361152135 2464.2415595723405 2532.982987730345 3057.309848081574 2490.47780601349
densenet.tflite,1881600,309.95,2808.257050345004 2611.9127380382124 2760.5389763132043 3646.527658938416 3418.4258570157044 2923.500897402529 2797.785496017668 2644.0128490449974 2906.2320620457012 2780.3840003624737 2855.445955437095 2871.8198446494443 2761.245274081488 2705.033898121004 2700.8805280559027 4052.0791860617505 3547.897260914893 3203.9866227858215 3307.746958845225 3580.5442454161775 3227.848104191369 3260.079473784466 3535.4030740619473 2760.0701853981973 2678.391570181982 3069.3594723477495 3480.501201433177 3381.6055832148663 3279.4521783471905 2686.0037664348106 3045.0988099630617 2705.455052372023 2877.777108894624 2941.9960011277276 2764.6405895899143 2682.374817044438 2861.6486058332416 3004.3736666557493 2827.118523554974 2817.3277552178406 2901.5630453077056 3252.5262551292417 3403.309749396318 2841.157574888653 2832.370173638379 2954.2584947945898 2805.48119442459 2637.8370939472666 2693.6314761550707 2774.832832728904 2950.994798699726 2955.7189127137376 3247.2174860798186 2687.239265548479 2604.050953372942 2776.0797551526316 3602.656051616255 3077.1226350471306 2926.9826712924337 2955.933498868838 2762.5627844309956 2812.2174787948525 2963.212543078773 3489.6753970415384 2874.4648432683503 2630.9088616288063 2643.900858623017 2776.8716321568286 2875.654514274722 2930.821900390759 2872.570551683944 2953.3077777677054 2897.203926107731 2985.682728144042 3505.9686070668713 2693.7547954629163 2801.4315119208813 2734.3022062559357 2742.313423093535 2788.0564261564386 2999.417120563374 2959.075143595277 2721.1529788265043 2702.255423453742 2135.3347125875143
densenet.tflite,1996800,280.37,3249.239154021133 3188.993822216376 3296.1324336475877 3188.751987051616 3288.423634033231 3181.3013641803145 3232.326649402751 3208.738805257625 3300.7765953471726 3340.121794371079 3123.731920995644 3222.0730820310437 3342.1539775799165 3881.044342090961 3603.5797233976155 3376.582505118669 3084.7185728959143 3205.09889387519 3314.7438240221595 3122.6011374708087 3156.687770253571 3377.7920006805084 3253.8604302546346 3218.418326570582 3051.8897649385617 3127.582291463011 3048.649774884152 3182.578403744263 3149.62820448983 3219.7658016074656 3151.6926675978293 3193.0320938156215 4191.452153573525 3569.7267145559 3226.2519004644996 3216.7187132178065 3032.562539383072 3140.6988791269137 3245.5011987504254 2999.666377692043 3113.5005237081555 3178.2859042515324 3079.73172353129 3243.7895959142807 3469.659469449305 3284.720954389029 3087.040704074284 3276.217098068558 3318.6829576217374 3140.8639034179623 3218.4087775142307 3256.8518093238476 3087.419957497701 3059.655060279951 3279.9101191721456 3531.812663987746 3171.446774423636 3177.609011190366 3194.091214683867 3016.2936146848906 3222.2398510615476 3373.446397918094 3104.3908188245505 3025.00175100648 3296.4859331381417 3015.5757292421663 3438.9040674750495 3233.5397722663306 3103.4527139437328 3190.0085599407066 3274.9399879471594 3247.969182493832 3248.6053060091303 4083.1081973296227 3400.4859366473966 3177.893624809363 1778.5458494764443
densenet.tflite,2112000,267.496,3441.3401769345082 3807.6315996356707 3554.4035776682585 3489.5392905748736 3492.664664234061 3601.924227650563 3355.991569008167 3548.5660044640194 3599.675360691563 3556.25918640415 3492.3240501394275 3561.5824217180716 3729.5669515649734 3556.3871985379324 3422.6839123440996 3842.685783705617 3649.9000571966844 3883.0490387697414 3468.941694493863 3456.914436746028 3616.61681821728 3560.5957744086 3436.845270382463 3865.8188182601125 3672.7177626683265 3376.632601511811 3596.410859148863 3619.836669574354 3517.7772328196893 3693.4420226677494 3597.032238379257 3550.923145859841 3601.4291510337616 3442.3184562621445 3758.9756267834446 3722.9017636696703 3425.6167360167724 3568.5312023393226 3539.632334182834 3618.6347180691546 3550.6851770928956 3507.667645048749 3532.8105837513685 3593.8710212948777 3505.037404750931 3717.04113370368 3679.5257090541345 3526.82898460458 3476.105059851761 3419.021551564109 3632.7490243587813 3604.6121801110135 3600.018448118335 3530.750323173508 3577.72152035844 3538.95313802977 3658.785606210221 3388.257555738197 4426.641491543588 3638.8500872368027 3531.67452342289 3540.607224477425 3355.535909391152 3484.7108652952093 3617.3487698879776 3562.4070972612353 3681.0993964838663 3635.642227038551 3597.810466957518 3568.681464777698 3493.789048736814 3616.7629728481907 3749.0977022219977
densenet.tflite,2227200,266.963,3803.4182820066344 3962.056429977137 3960.172405798352 3760.8051391711274 3944.9932408631803 4627.266369298145 3880.833672479344 3978.8461631546024 3980.091540963157 3888.2717650292284 3951.009347895101 3829.1257697302376 3974.177019892434 3715.099308034187 3759.988076253747 4012.145720338117 3997.0906651157848 3791.9931888048773 3777.6906502978222 3941.100259822458 3934.184228822763 3824.6946673903594 3810.751239875017 3923.7633208339703 3881.449226585723 3887.7122179951093 3951.414765693739 4303.032535120676 3926.3981671209704 3994.6489058665934 3955.7022005062736 3813.7506036132327 3852.481779189765 3853.139054787622 3912.3723324777106 3813.941019828095 3966.725523018416 3816.515100278719 4284.526028761777 3917.2492588131827 3838.7288456083174 3956.114678840372 3683.7924329200346 3828.264478569163 4034.477784206007 4040.718253358608 4743.57560617339 3909.5029809726225 3719.5887001511223 4193.3575873749105 3787.6728212760195 4172.864851994562 4013.9491342278975 3921.8823326158167 3981.7462756385767 3883.439095382646 3830.3987092055895 4027.2122806394964 3827.400273159872 3871.1273487025173 4239.251317634814 3786.0069067099 3974.230674735254 3935.7255023478906 3929.06643016258 4245.833039335752 4196.677645783495 3973.342284170752 3777.7578676109097 3919.27620613011 3904.4606027788336 3929.4283703500096 2259.9129787578254
densenet.tflite,2342400,256.424,4558.064344461511 4238.970891157283 4389.731032563596 4240.697019796374 4253.751583390569 4149.043517084562 4332.407086667813 4356.588640609217 4241.870900692972 4410.271830818739 4471.242905446283 4338.106920342355 4510.165018083844 4253.39282961826 4070.797929113068 4229.789138724535 4332.133825849146 4140.370303604658 4245.769593402257 4198.434183344159 4311.615711367245 4354.777997406447 4360.180635657639 4212.010461864567 4284.242230511232 4295.827158671758 4391.32547849137 4390.916245637315 4150.137962706002 4234.320114618363 4270.008538324116 4251.624688273049 4609.1064125087005 5193.946327234645 4542.315966867906 4667.264832147429 4420.6256757959045 4222.7316620041365 4430.670058609879 4390.555460963415 4292.789507231936 4322.493828802878 4292.951754641022 4392.89822828349 4099.519469006192 4394.891204221009 4146.198550726139 4324.719211675952 4410.069042731087 4247.339784601145 4288.809145433949 4301.161143787867 4358.448701129981 4622.243204953038 4758.0506364688445 7018.0290030604665 4470.003559125426 4446.604916223133 4424.916734332887 4147.281291311996 4409.29616718216 4401.370251037711 4543.450326446258 4181.5241106892645 4330.895096974989 4289.63164026239 4322.6011769184 4444.299057689389 4382.913673034496 4534.53003882853
densenet.tflite,2419200,246.782,4464.342551812392 4672.427043099905 4455.550768691311 4477.610927114993 4637.570732910453 4521.9191161406125 4545.482266774915 4409.544487503225 4583.864523255097 4520.096113454002 4665.094325264484 4570.270589792941 4573.906594682462 4469.051547425457 4649.144390674774 4468.299701634228 4289.572240223003 4510.056807150921 4528.099301358332 4606.642151342749 4306.87010881896 4505.887942137204 4403.593975870077 4619.472335315673 4466.876708628321 4449.653891510004 4493.4731745015915 4590.543804622055 4609.845850747937 4802.059945758373 4728.293705807829 4488.415297216416 4711.400238785078 4370.95723089909 4532.599156643891 4556.269449487215 4435.814444408842 4533.813789213574 4466.213511407109 4405.481281334198 5085.297469029626 4412.840939624576 4635.944487816741 4402.989413260823 4688.520561940107 4620.267315683842 4419.130302298336 4390.29872858579 4373.937352240014 4377.653621323805 4414.306588719805 4761.365230178306 4480.863590835528 4584.283866076237 4474.0288459579015 4309.039399705597 4405.006905984123 4353.361774973942 4567.413599985735 4479.245720485182 4571.492829877779 4452.900699309718 4791.81983822679 4585.271832813615 4494.747916893614 4457.516175801954 4631.545953711413 1235.342667671414
