model,gpu_freq,inference_time,power
resnet_v2.tflite,840000000,532.129,6083.343975606684 189.59893516878657 75.22172243098541 2755.1019148039964 705.9197835971678 74.54797736119734 491.45694416854786 6346.834482027096 65.08116890966724 73.18301062165519 6206.3121728414235 160.30738560812907 76.03116103026018 2474.244096948837 758.7725484117641 66.43106126840752 539.5704226836768 5889.788725998152 65.19937514593141 73.10970626884443 5381.487381163747 3621.569785096583 64.93317020738615 135.12883240816728 6217.803424034698 69.13057896493845 73.01232749088906 63.001088967320264 5589.076121639679 263.3422371006276 66.29129191297471 1259.6714248087253 1976.9524497345476 76.8236916533695 66.69046949483038 604.6528502854031 3759.5588228599995 66.01823099513057 67.2959907041554 271.41339899333286 5447.128579976332 66.89522301452106 69.92356164327221 5287.034354728761 754.6627377031398 66.5475118411764 321.63934082084006 6254.714624226766 67.25434533088406 63.907363726991804 5563.530543913394 280.3550477300777 129.11993619962166 1503.4030599716339 1783.3195518441798 67.08962347281215 74.2671256675415 624.3663912671783 3713.9876481315737 65.03164986382598 65.27835701417018 309.9927489304959 5035.918299122199 67.61031902422005 64.10803683495242 69.17946590092139 6012.390938667353 67.68605735829091 74.83113048967823 63.89394332739664 5627.596278351569 274.7887294924147 66.98196004702444 66.18410192737144 2664.6677811733903 1046.2571333375015 3912.9545112993846 64.89959303962581 3901.9744639174737 471.4304641002886 67.52994753203878 66.58286612181506 2372.144686004151 879.6886161896043 67.16374782043312 388.6570226639875 6557.920127181796 64.83986398764483 64.45570100062714 4957.440796185092 265.81623453831116 67.54483788950768 1502.3815619036657 1840.0467723002969 73.63235797025033 66.42813297329438 639.9993232212023 3882.9210266540395 63.6117744376458 68.89136103508925 5365.417653971145 131.45679160755026 67.21572608327052 2466.2514392785815 813.9590554190728 66.97946374939585 72.95040789878817 878.0424015022965 5301.101810557589 64.07088299851107 84.83931431004642 5912.895765641471 4805.93041690519 1373.4773929237292 214.14350583314473 6212.537448285163 69.2250125124419 72.46454234159701 63.45660021312223 5512.550915129662 223.89759068191205 67.1953706920516 69.88963458816522 4134.636225277378 1630.796732171796 68.33843755953244 982.7710403078327 2488.556984853583 64.75486573296034 180.5156008108817 5580.769418627915 66.52256278300905 62.89167435625108 4487.412278204941 380.769479637406 67.30931125134714 1688.1108049344796 4550.436659048807 65.8398215811726 63.52418027432551 63.73692031100874 5704.545876639 134.90673167754187 65.9403045776866 3044.1953220540145
yamnet.tflite,315000000,10.6983,1258.0821384763613 1202.9074196050328 1529.4322537743435 808.0617227903942
yamnet.tflite,379000000,9.4763,1708.8044423875617 1615.2801081572409 1801.1002788765359
yamnet.tflite,443000000,8.80259,1408.0718996202638 1451.4701580617516 1023.2267169566087
yamnet.tflite,491000000,8.62128,1483.7537126681577 1351.548067616255 1026.5962383184544
yamnet.tflite,540000000,6.0798,1997.7945215001773 2235.3092545800305
yamnet.tflite,608000000,8.24642,1549.8095346090813 1613.9772690717948 1026.762481688247
yamnet.tflite,676000000,6.49197,2033.6739995023302 2512.2483484721793
yamnet.tflite,738000000,4.7776,2502.612002491053 1755.5774923168763
yamnet.tflite,778000000,4.3539,2881.899073998515 1079.4144586657155
yamnet.tflite,840000000,4.25998,2914.21681152907 1056.0527995998514
