mobilenetv1.tflite,13,252.981,826.4993926828171 82.14536662427149 81.09493002568553 80.70325859835167 81.00291106474428 364.9964413999237 829.4036301590708 961.9667976635856 81.05330728632279 81.39197917214467 79.9897700915487 80.8070039645413 79.83415046969957 366.2246258296655 1598.9035489104629 1529.2557473087334 1464.9801078457356 3169.8477322577164 1681.6496770136355 2078.203639106049 2114.613805369834 925.520038627333 1125.069820224635 1760.9445977857588 668.9238325081718 1834.3693803934802 430.37543619040747 81.75744378505503 108.85942361205126 777.0735636453427 1216.6697272144654 82.07683179113697 81.79439626937236 715.7261181266442 837.3296472505593 537.6244326018839
mobilenetv1.tflite,14,134.094,1606.797518941261 354.6088646810816 1429.0002905056958 838.3356330358203 932.8446805153176 946.203878185101 1504.847386845113 1985.1751362851865 676.7730680539693 1638.5057693384804 1791.4014030643175 726.232037265132 1555.830808394075 1800.9622814922443 1935.944321085591 711.55440627992 1447.5105149190742 1651.5191508823855 710.0671996985939 342.8763676490517
mobilenetv1.tflite,15,132.001,2011.1210760496658 2034.970293140395 558.3211024682934 1115.8511186986761 2158.9848565109123 764.5404438310184 261.75167599620073 1288.1944904425782 877.5866128275675 82.8870529519728 620.5648377013123 2421.311596223184 912.1690792677387 1851.0410820137583 2022.937127935647 1815.495748320921 1001.4088126852585 1933.7915180052867 351.7646791613387
mobilenetv1.tflite,16,202.648,395.45579500690866 1773.7111736725526 647.1835683907749 82.3751111583093 83.3151784654244 614.5086578162519 1906.8467512127268 786.2684002296895 1844.4211891374428 1933.8928972959632 1537.2732851531223 528.9285759848747 1805.0062334453235 742.227271194276 1514.7878781931888 1178.476830212244 84.01264557711352 81.7753087537985 565.1732333174459 2108.918395154764 638.075217595046 2704.2779283149903 831.5814893085023 1257.7827177822667 1261.4709117542402 1280.6230446238012 770.7118638844764 791.3574473374633
mobilenetv1.tflite,17,41.2442,2844.8326628732643 2744.0173761115957 2733.674780741367 2980.2129309931834 1263.2428809862897
mobilenetv1.tflite,18,139.124,2076.426807551376 1544.4203021096143 1709.9768154300166 2624.3141854296496 1870.2307161072379 84.7574614762299 536.157655825042 2182.8330384412197 685.5769946129417 1598.0686059195027 820.6846509889914 1499.3115261768965 1255.6899819258497 83.89993982917765 183.90793954084495 1070.7171543280035 2479.9913509594817 851.841687976193 1490.0542176876224 354.38222347585383
mobilenetv1.tflite,19,68.7098,847.1554406333449 815.1473757373446 2115.4454794385347 1791.7957205873206 2072.6435591096015 3011.3071755781243 2928.820340534836 3091.042140935795 2353.5749169366504 119.69052213277196
mobilenetv1.tflite,20,251.443,806.6210037463845 2691.4703901875932 777.7081337766617 82.25838070439067 81.27245743130032 80.86755029636582 91.16971857959412 740.4093360007842 2404.355566430534 551.1465841122183 1109.8182276156276 960.1087789289235 83.67508573655702 80.96705417599628 83.18817079285581 80.1749357641758 80.08693665414384 847.2806187804141 2171.0219263464373 815.132298554268 2339.7189800573024 888.5995144870795 81.59503848927883 81.2289442176496 81.41823377061569 724.4348836016819 2242.148263417203 374.96576367855613 1518.2226229036823 709.9643084612463 916.6483123858854 2194.4149605808802 2771.998366262928
mobilenetv1.tflite,21,68.0782,3413.805835733479 841.176616980264 2752.57390243261 2759.3445836162837 2249.510841322602 1012.568800662848 3237.1656702766104 3197.2119382938217 2207.804454562683 947.4931224869114 314.78468347250157
mobilenetv1.tflite,22,75.6604,2438.2941853577267 2082.882147311736 478.84232795912203 2084.9096682007917 1034.555225851885 363.7120071881807 1926.4962987956321 2160.16873983725 3798.8926591555764 3986.5495290815998 2319.378494404535
mobilenetv1.tflite,23,92.4771,2175.8330079931793 3609.429979721636 1010.4989047830652 83.66124081164826 838.712887473392 874.3795020887077 3511.9584369064232 3294.7708259129467 3505.992875928768 1015.6142053199918 253.9960241964452 1484.878883068877
mobilenetv1.tflite,24,80.414,3584.3428416499146 765.0001947201089 2391.148808645558 3724.9736998046715 3574.2144910076177 479.84012585378224 191.9043385416342 1006.7412414676637 3335.9892597538483 853.0013886640374 1468.9522114959545 346.2696575167814
mobilenetv1.tflite,25,139.831,2100.2618723968367 461.38959193342714 3878.9733277983732 1073.615728112604 84.39902710724213 774.848366145775 3238.5038280860954 679.9158602037465 2290.6327025151363 753.9349923619781 83.6815012939494 477.81418686312384 2747.5682864254 2437.804372613895 2149.366610567538 737.2841438878861 3169.8825159138023 783.2029749535087 3088.8121530481662 890.7363776445037
